Competition,Sex,Event,Round,RT,Result,RuleChange
Europeans,Mens,100m,3,0.146,Finalist,2010-2014
Europeans,Mens,100m,3,0.149,Finalist,2010-2014
Europeans,Mens,100m,3,0.156,DNF,2010-2014
Europeans,Mens,100m,3,0.474,DNF,2010-2014
Europeans,Mens,100m,3,NA,Disqualified,2010-2014
Europeans,Mens,100m,1,0.177,Qualified,2010-2014
Europeans,Mens,100m,1,0.173,Qualified,2010-2014
Europeans,Mens,100m,1,0.166,Qualified,2010-2014
Europeans,Mens,100m,1,0.175,Qualified,2010-2014
Europeans,Mens,100m,1,0.158,Eliminated,2010-2014
Europeans,Mens,100m,1,0.154,Eliminated,2010-2014
Europeans,Mens,100m,1,0.178,Eliminated,2010-2014
Europeans,Mens,100m,1,0.162,Qualified,2010-2014
Europeans,Mens,100m,1,0.166,Qualified,2010-2014
Europeans,Mens,100m,1,0.157,Qualified,2010-2014
Europeans,Mens,100m,1,0.161,Qualified,2010-2014
Europeans,Mens,100m,1,0.184,FastestQualifier,2010-2014
Europeans,Mens,100m,1,0.189,FastestQualifier,2010-2014
Europeans,Mens,100m,1,0.174,Eliminated,2010-2014
Europeans,Mens,100m,1,0.176,Qualified,2010-2014
Europeans,Mens,100m,1,0.168,Qualified,2010-2014
Europeans,Mens,100m,1,0.191,Qualified,2010-2014
Europeans,Mens,100m,1,0.158,Qualified,2010-2014
Europeans,Mens,100m,1,0.207,FastestQualifier,2010-2014
Europeans,Mens,100m,1,0.184,Eliminated,2010-2014
Europeans,Mens,100m,1,0.168,Eliminated,2010-2014
Europeans,Mens,100m,1,NA,Disqualified,2010-2014
Europeans,Mens,100m,1,0.149,Qualified,2010-2014
Europeans,Mens,100m,1,0.154,Qualified,2010-2014
Europeans,Mens,100m,1,0.231,Qualified,2010-2014
Europeans,Mens,100m,1,0.161,Qualified,2010-2014
Europeans,Mens,100m,1,0.188,Eliminated,2010-2014
Europeans,Mens,100m,1,0.174,Eliminated,2010-2014
Europeans,Mens,100m,1,0.256,Eliminated,2010-2014
Europeans,Mens,100m,1,0.169,Qualified,2010-2014
Europeans,Mens,100m,1,0.201,Qualified,2010-2014
Europeans,Mens,100m,1,0.16,Qualified,2010-2014
Europeans,Mens,100m,1,0.165,Qualified,2010-2014
Europeans,Mens,100m,1,0.158,FastestQualifier,2010-2014
Europeans,Mens,100m,1,0.162,Eliminated,2010-2014
Europeans,Mens,100m,1,0.165,Eliminated,2010-2014
Europeans,Mens,100m,2,0.175,Qualified,2010-2014
Europeans,Mens,100m,2,0.168,Qualified,2010-2014
Europeans,Mens,100m,2,0.176,FastestQualifier,2010-2014
Europeans,Mens,100m,2,0.159,Eliminated,2010-2014
Europeans,Mens,100m,2,0.153,Eliminated,2010-2014
Europeans,Mens,100m,2,0.158,Eliminated,2010-2014
Europeans,Mens,100m,2,0.158,Eliminated,2010-2014
Europeans,Mens,100m,2,0.178,Eliminated,2010-2014
Europeans,Mens,100m,2,0.163,Qualified,2010-2014
Europeans,Mens,100m,2,0.179,Qualified,2010-2014
Europeans,Mens,100m,2,0.164,FastestQualifier,2010-2014
Europeans,Mens,100m,2,0.161,Eliminated,2010-2014
Europeans,Mens,100m,2,0.17,Eliminated,2010-2014
Europeans,Mens,100m,2,0.147,Eliminated,2010-2014
Europeans,Mens,100m,2,0.193,Eliminated,2010-2014
Europeans,Mens,100m,2,0.208,Eliminated,2010-2014
Europeans,Mens,100m,2,0.161,Qualified,2010-2014
Europeans,Mens,100m,2,0.172,Qualified,2010-2014
Europeans,Mens,100m,2,0.224,Eliminated,2010-2014
Europeans,Mens,100m,2,0.158,Eliminated,2010-2014
Europeans,Mens,100m,2,0.173,Eliminated,2010-2014
Europeans,Mens,100m,2,0.173,Eliminated,2010-2014
Europeans,Mens,100m,2,0.16,Eliminated,2010-2014
Europeans,Mens,100m,2,0.154,Eliminated,2010-2014
Europeans,Mens,100m,3,0.224,Finalist,2010-2014
Europeans,Mens,100m,3,0.164,Finalist,2010-2014
Europeans,Mens,100m,3,0.168,Finalist,2010-2014
Europeans,Mens,100m,3,0.171,Finalist,2010-2014
Europeans,Mens,100m,3,0.154,Finalist,2010-2014
Europeans,Mens,100m,3,0.186,Finalist,2010-2014
Europeans,Mens,100m,3,0.223,Finalist,2010-2014
Europeans,Mens,100m,3,NA,DNF,2010-2014
Europeans,Mens,110m Hurdles,1,0.152,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.153,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.14,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.133,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,1,0.176,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.141,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.132,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.129,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.148,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.131,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.124,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.138,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,1,0.123,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.189,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.167,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.165,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.137,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.139,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.153,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.142,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,1,0.135,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.147,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.145,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.141,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.101,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.144,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,1,0.13,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.167,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.153,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.142,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.157,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.158,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.139,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.149,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.151,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.152,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.163,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.133,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.14,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.148,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.149,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.15,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,2,0.163,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,2,0.142,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.143,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.155,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,3,0.161,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.138,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.143,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.145,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.146,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.16,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.15,Disqualified,2010-2014
Europeans,Mens,110m Hurdles,3,NA,DNS,2010-2014
Europeans,Mens,110m Hurdles,1,0.15,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.152,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.205,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.161,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.162,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.158,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.171,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.167,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.135,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.135,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.168,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.154,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.16,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.153,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.168,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.16,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.156,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.148,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.149,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.172,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.137,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.149,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.152,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.149,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.202,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.155,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.159,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.147,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.157,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.149,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.149,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.122,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.15,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.151,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.161,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.151,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.173,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.155,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.182,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.173,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.162,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.182,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.161,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.145,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.158,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.137,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.145,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.151,DNF,2010-2014
Europeans,Mens,110m Hurdles,2,0.166,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.156,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.158,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,2,0.154,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,2,0.162,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.141,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.139,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.146,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,3,0.154,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.148,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.153,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.163,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.162,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.156,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.155,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.15,Finalist,2010-2014
Europeans,Mens,110m Hurdles,1,0.146,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.194,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.185,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.181,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.197,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.156,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.153,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.145,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.124,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.201,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.154,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.151,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.189,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.201,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,NA,Disqualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.18,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.146,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.165,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.174,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.179,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.222,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.101,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,1,0.177,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.187,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.145,Qualified,2010-2014
Europeans,Mens,110m Hurdles,1,0.141,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,1,0.197,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,1,0.153,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,1,NA,Disqualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.201,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.159,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.159,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.153,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,2,0.151,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.149,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,NA,DNF,2010-2014
Europeans,Mens,110m Hurdles,2,NA,Disqualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.17,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.167,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.199,Qualified,2010-2014
Europeans,Mens,110m Hurdles,2,0.135,FastestQualifier,2010-2014
Europeans,Mens,110m Hurdles,2,0.191,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.166,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.15,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,2,0.238,Eliminated,2010-2014
Europeans,Mens,110m Hurdles,3,0.15,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.203,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.157,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.141,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.183,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.149,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,0.147,Finalist,2010-2014
Europeans,Mens,110m Hurdles,3,NA,Finalist,2010-2014
Europeans,Mens,200m,1,0.155,Qualified,2010-2014
Europeans,Mens,200m,1,0.176,Qualified,2010-2014
Europeans,Mens,200m,1,0.178,Qualified,2010-2014
Europeans,Mens,200m,1,0.14,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.145,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.146,Eliminated,2010-2014
Europeans,Mens,200m,1,0.163,Eliminated,2010-2014
Europeans,Mens,200m,1,0.181,Eliminated,2010-2014
Europeans,Mens,200m,1,0.151,Qualified,2010-2014
Europeans,Mens,200m,1,0.139,Qualified,2010-2014
Europeans,Mens,200m,1,0.142,Qualified,2010-2014
Europeans,Mens,200m,1,0.173,Eliminated,2010-2014
Europeans,Mens,200m,1,0.146,Eliminated,2010-2014
Europeans,Mens,200m,1,0.166,Eliminated,2010-2014
Europeans,Mens,200m,1,0.172,Eliminated,2010-2014
Europeans,Mens,200m,1,0.154,Qualified,2010-2014
Europeans,Mens,200m,1,0.157,Qualified,2010-2014
Europeans,Mens,200m,1,0.154,Qualified,2010-2014
Europeans,Mens,200m,1,0.143,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.154,Eliminated,2010-2014
Europeans,Mens,200m,1,0.155,Eliminated,2010-2014
Europeans,Mens,200m,1,0.212,Eliminated,2010-2014
Europeans,Mens,200m,1,0.159,Eliminated,2010-2014
Europeans,Mens,200m,1,0.17,Qualified,2010-2014
Europeans,Mens,200m,1,0.124,Qualified,2010-2014
Europeans,Mens,200m,1,0.155,Qualified,2010-2014
Europeans,Mens,200m,1,0.145,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.199,Eliminated,2010-2014
Europeans,Mens,200m,1,0.165,Eliminated,2010-2014
Europeans,Mens,200m,1,0.142,Eliminated,2010-2014
Europeans,Mens,200m,1,0.239,Eliminated,2010-2014
Europeans,Mens,200m,2,0.13,Qualified,2010-2014
Europeans,Mens,200m,2,0.168,Qualified,2010-2014
Europeans,Mens,200m,2,0.15,Qualified,2010-2014
Europeans,Mens,200m,2,0.167,FastestQualifier,2010-2014
Europeans,Mens,200m,2,0.15,Eliminated,2010-2014
Europeans,Mens,200m,2,0.128,Eliminated,2010-2014
Europeans,Mens,200m,2,0.151,Eliminated,2010-2014
Europeans,Mens,200m,2,0.146,Eliminated,2010-2014
Europeans,Mens,200m,2,0.153,Qualified,2010-2014
Europeans,Mens,200m,2,0.14,Qualified,2010-2014
Europeans,Mens,200m,2,0.156,Qualified,2010-2014
Europeans,Mens,200m,2,0.181,FastestQualifier,2010-2014
Europeans,Mens,200m,2,0.207,Eliminated,2010-2014
Europeans,Mens,200m,2,0.162,Eliminated,2010-2014
Europeans,Mens,200m,2,0.16,Eliminated,2010-2014
Europeans,Mens,200m,2,0.145,Eliminated,2010-2014
Europeans,Mens,200m,3,0.143,Finalist,2010-2014
Europeans,Mens,200m,3,0.128,Finalist,2010-2014
Europeans,Mens,200m,3,0.157,Finalist,2010-2014
Europeans,Mens,200m,3,0.15,Finalist,2010-2014
Europeans,Mens,200m,3,0.154,Finalist,2010-2014
Europeans,Mens,200m,3,0.149,Finalist,2010-2014
Europeans,Mens,200m,3,0.151,Finalist,2010-2014
Europeans,Mens,200m,3,0.174,Finalist,2010-2014
Europeans,Mens,200m,1,0.151,Qualified,2010-2014
Europeans,Mens,200m,1,0.202,Qualified,2010-2014
Europeans,Mens,200m,1,0.181,Qualified,2010-2014
Europeans,Mens,200m,1,0.17,Qualified,2010-2014
Europeans,Mens,200m,1,0.162,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.147,Disqualified,2010-2014
Europeans,Mens,200m,1,NA,Disqualified,2010-2014
Europeans,Mens,200m,1,0.177,Qualified,2010-2014
Europeans,Mens,200m,1,0.157,Qualified,2010-2014
Europeans,Mens,200m,1,0.172,Qualified,2010-2014
Europeans,Mens,200m,1,0.16,Qualified,2010-2014
Europeans,Mens,200m,1,0.16,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.151,Eliminated,2010-2014
Europeans,Mens,200m,1,0.163,Eliminated,2010-2014
Europeans,Mens,200m,1,0.158,Qualified,2010-2014
Europeans,Mens,200m,1,0.175,Qualified,2010-2014
Europeans,Mens,200m,1,0.16,Qualified,2010-2014
Europeans,Mens,200m,1,0.181,Qualified,2010-2014
Europeans,Mens,200m,1,0.153,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.178,Eliminated,2010-2014
Europeans,Mens,200m,1,0.154,Disqualified,2010-2014
Europeans,Mens,200m,1,0.151,Qualified,2010-2014
Europeans,Mens,200m,1,0.16,Qualified,2010-2014
Europeans,Mens,200m,1,0.15,Qualified,2010-2014
Europeans,Mens,200m,1,0.165,Qualified,2010-2014
Europeans,Mens,200m,1,0.179,Eliminated,2010-2014
Europeans,Mens,200m,1,0.16,Disqualified,2010-2014
Europeans,Mens,200m,1,0.193,Qualified,2010-2014
Europeans,Mens,200m,1,0.165,Qualified,2010-2014
Europeans,Mens,200m,1,0.214,Qualified,2010-2014
Europeans,Mens,200m,1,0.146,Qualified,2010-2014
Europeans,Mens,200m,1,0.164,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.156,Eliminated,2010-2014
Europeans,Mens,200m,1,0.187,Eliminated,2010-2014
Europeans,Mens,200m,2,0.154,Qualified,2010-2014
Europeans,Mens,200m,2,0.176,Qualified,2010-2014
Europeans,Mens,200m,2,0.235,Eliminated,2010-2014
Europeans,Mens,200m,2,0.166,Eliminated,2010-2014
Europeans,Mens,200m,2,0.169,Eliminated,2010-2014
Europeans,Mens,200m,2,0.162,Eliminated,2010-2014
Europeans,Mens,200m,2,0.15,Eliminated,2010-2014
Europeans,Mens,200m,2,NA,Disqualified,2010-2014
Europeans,Mens,200m,2,0.193,Qualified,2010-2014
Europeans,Mens,200m,2,0.148,Qualified,2010-2014
Europeans,Mens,200m,2,0.158,FastestQualifier,2010-2014
Europeans,Mens,200m,2,0.155,FastestQualifier,2010-2014
Europeans,Mens,200m,2,0.163,Eliminated,2010-2014
Europeans,Mens,200m,2,0.158,Eliminated,2010-2014
Europeans,Mens,200m,2,0.154,Eliminated,2010-2014
Europeans,Mens,200m,2,0.154,Disqualified,2010-2014
Europeans,Mens,200m,2,0.17,Qualified,2010-2014
Europeans,Mens,200m,2,0.169,Qualified,2010-2014
Europeans,Mens,200m,2,0.149,Eliminated,2010-2014
Europeans,Mens,200m,2,0.159,Eliminated,2010-2014
Europeans,Mens,200m,2,0.171,Eliminated,2010-2014
Europeans,Mens,200m,2,0.18,Eliminated,2010-2014
Europeans,Mens,200m,2,0.19,Eliminated,2010-2014
Europeans,Mens,200m,2,NA,DNS,2010-2014
Europeans,Mens,200m,3,0.15,Finalist,2010-2014
Europeans,Mens,200m,3,0.177,Finalist,2010-2014
Europeans,Mens,200m,3,0.164,Finalist,2010-2014
Europeans,Mens,200m,3,0.18,Finalist,2010-2014
Europeans,Mens,200m,3,0.167,Finalist,2010-2014
Europeans,Mens,200m,3,0.165,Finalist,2010-2014
Europeans,Mens,200m,3,0.144,Finalist,2010-2014
Europeans,Mens,200m,3,0.15,Finalist,2010-2014
Europeans,Mens,200m,1,0.19,Qualified,2010-2014
Europeans,Mens,200m,1,0.184,Qualified,2010-2014
Europeans,Mens,200m,1,0.192,Qualified,2010-2014
Europeans,Mens,200m,1,0.187,Eliminated,2010-2014
Europeans,Mens,200m,1,0.179,Eliminated,2010-2014
Europeans,Mens,200m,1,0.174,Eliminated,2010-2014
Europeans,Mens,200m,1,0.192,Eliminated,2010-2014
Europeans,Mens,200m,1,0.203,Eliminated,2010-2014
Europeans,Mens,200m,1,0.229,Qualified,2010-2014
Europeans,Mens,200m,1,0.222,Qualified,2010-2014
Europeans,Mens,200m,1,0.181,Qualified,2010-2014
Europeans,Mens,200m,1,0.236,Eliminated,2010-2014
Europeans,Mens,200m,1,0.188,Eliminated,2010-2014
Europeans,Mens,200m,1,0.147,Eliminated,2010-2014
Europeans,Mens,200m,1,0.177,Eliminated,2010-2014
Europeans,Mens,200m,1,0.148,Eliminated,2010-2014
Europeans,Mens,200m,1,0.203,Qualified,2010-2014
Europeans,Mens,200m,1,0.25,Qualified,2010-2014
Europeans,Mens,200m,1,0.219,Qualified,2010-2014
Europeans,Mens,200m,1,0.165,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.1242,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.174,Eliminated,2010-2014
Europeans,Mens,200m,1,0.181,Eliminated,2010-2014
Europeans,Mens,200m,1,0.202,Eliminated,2010-2014
Europeans,Mens,200m,1,0.167,Qualified,2010-2014
Europeans,Mens,200m,1,0.162,Qualified,2010-2014
Europeans,Mens,200m,1,0.185,Qualified,2010-2014
Europeans,Mens,200m,1,0.159,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.17,FastestQualifier,2010-2014
Europeans,Mens,200m,1,0.248,Eliminated,2010-2014
Europeans,Mens,200m,1,0.223,Eliminated,2010-2014
Europeans,Mens,200m,2,0.178,Qualified,2010-2014
Europeans,Mens,200m,2,0.169,Qualified,2010-2014
Europeans,Mens,200m,2,0.195,Qualified,2010-2014
Europeans,Mens,200m,2,0.182,FastestQualifier,2010-2014
Europeans,Mens,200m,2,0.181,FastestQualifier,2010-2014
Europeans,Mens,200m,2,0.246,Eliminated,2010-2014
Europeans,Mens,200m,2,0.247,Eliminated,2010-2014
Europeans,Mens,200m,2,0.236,Eliminated,2010-2014
Europeans,Mens,200m,2,0.235,Qualified,2010-2014
Europeans,Mens,200m,2,0.193,Qualified,2010-2014
Europeans,Mens,200m,2,0.233,Qualified,2010-2014
Europeans,Mens,200m,2,0.222,Eliminated,2010-2014
Europeans,Mens,200m,2,0.195,Eliminated,2010-2014
Europeans,Mens,200m,2,0.167,Eliminated,2010-2014
Europeans,Mens,200m,2,0.156,Eliminated,2010-2014
Europeans,Mens,200m,2,0.2,Eliminated,2010-2014
Europeans,Mens,200m,3,0.187,Finalist,2010-2014
Europeans,Mens,200m,3,0.176,Finalist,2010-2014
Europeans,Mens,200m,3,0.17,Finalist,2010-2014
Europeans,Mens,200m,3,0.157,Finalist,2010-2014
Europeans,Mens,200m,3,0.187,Finalist,2010-2014
Europeans,Mens,200m,3,0.161,Finalist,2010-2014
Europeans,Mens,200m,3,0.184,Finalist,2010-2014
Europeans,Mens,200m,3,0.223,Finalist,2010-2014
Europeans,Womens,60m,1,0.125,Qualified,2010-2014
Europeans,Womens,60m,1,0.161,Qualified,2010-2014
Europeans,Womens,60m,1,0.145,Qualified,2010-2014
Europeans,Womens,60m,1,0.152,Qualified,2010-2014
Europeans,Womens,60m,1,0.147,FastestQualifier,2010-2014
Europeans,Womens,60m,1,0.154,FastestQualifier,2010-2014
Europeans,Womens,60m,1,0.161,Eliminated,2010-2014
Europeans,Womens,60m,1,0.144,Eliminated,2010-2014
Europeans,Womens,60m,1,0.146,Qualified,2010-2014
Europeans,Womens,60m,1,0.149,Qualified,2010-2014
Europeans,Womens,60m,1,0.149,Qualified,2010-2014
Europeans,Womens,60m,1,0.148,Qualified,2010-2014
Europeans,Womens,60m,1,0.148,Eliminated,2010-2014
Europeans,Womens,60m,1,0.145,Eliminated,2010-2014
Europeans,Womens,60m,1,0.183,Eliminated,2010-2014
Europeans,Womens,60m,1,0.16,Qualified,2010-2014
Europeans,Womens,60m,1,0.155,Qualified,2010-2014
Europeans,Womens,60m,1,0.18,Qualified,2010-2014
Europeans,Womens,60m,1,0.168,FastestQualifier,2010-2014
Europeans,Womens,60m,1,0.202,Eliminated,2010-2014
Europeans,Womens,60m,1,0.15,Eliminated,2010-2014
Europeans,Womens,60m,1,0.157,Eliminated,2010-2014
